0,1,2,3
"""ABC123Songs""","Los Angeles, California, USA",34.0536909,-118.242766
"""ANKE denkt na..""","Amsterdam, Netherlands",52.3727598,4.8936041
"""ANKE denkt na..""",Netherlands,52.2288689,5.3214503
"""AXSTV Concerts: Hosted by Mark Cuban""","The Bomb Factory, 2713 Canton St, Dallas, Texas, USA",32.78239045,-96.78374808722413
"""AXSTV Concerts: Hosted by Mark Cuban""",USA,39.7837304,-100.445882
"""Abandoned""","Sydney, New South Wales, Australia",-33.8548157,151.2164539
"""Abandonware""","Toronto, Ontario, Canada",43.6534817,-79.3839347
"""Ablutionary Rite""",USA,39.7837304,-100.445882
"""Ablutionary Rite""",Mexico,23.6585116,-102.0077097
"""Aborrescentes""",Brazil,-10.3333333,-53.2
"""Aborrescentes""","Rio de Janeiro, Rio de Janeiro, Brazil",-22.9110137,-43.2093727
"""AbsurdTV Show""","Whittier, California, USA",33.9708782,-118.030839
"""AbsurdTV Show""",USA,39.7837304,-100.445882
"""AbsurdTV Show""",USA,39.7837304,-100.445882
"""AbsurdTV Show""","Los Angeles, California, USA",34.0536909,-118.242766
"""AbsurdTV Show""","Whittier, California, USA",33.9708782,-118.030839
"""AbsurdTV Show""",USA,39.7837304,-100.445882
"""AbsurdTV Show""",USA,39.7837304,-100.445882
"""AbsurdTV Show""","Upland, California, USA",34.09751,-117.6483876
"""AbsurdTV Show""","Whittier, California, USA",33.9708782,-118.030839
"""AbsurdTV Show""",USA,39.7837304,-100.445882
"""AbsurdTV Show""","Whittier, California, USA",33.9708782,-118.030839
"""AbsurdTV Show""",USA,39.7837304,-100.445882
"""AbsurdTV Show""","Whittier, California, USA",33.9708782,-118.030839
"""AbsurdTV Show""",USA,39.7837304,-100.445882
"""Aby Cho""",Russia,64.6863136,97.7453061
"""Aby Cho""","Krasnodar, Russia",45.7684014,39.0261044
"""Acapulco Shore""","Acapulco, Guerrero, Mexico",16.8680495,-99.8940182
"""Acapulco Shore""",Mexico,23.6585116,-102.0077097
"""Acapulco Shore""","Playa del Carmen, Solidaridad, Quintana Roo, Mexico",20.6308643,-87.0779503
"""Acapulco Shore""",Mexico,23.6585116,-102.0077097
"""Accidentally Exercising""",USA,39.7837304,-100.445882
"""Accidentally Exercising""","Los Angeles, California, USA",34.0536909,-118.242766
"""Accidentally Funny: Live from Florida""",USA,39.7837304,-100.445882
"""Accidentally Funny: Live from Florida""","Florida, USA",27.7567667,-81.4639835
"""Aci Ask""","Istanbul, Turkey",41.0091982,28.9662187
"""Acil Ask Araniyor""","Istanbul, Turkey",41.0091982,28.9662187
"""ActEd Online""","Toronto, Ontario, Canada",43.6534817,-79.3839347
"""Acting Out!""",USA,39.7837304,-100.445882
"""Acting Out!""","Los Angeles, California, USA",34.0536909,-118.242766
"""Acting! The Saga Continues""","Lake Jackson, Texas, USA",29.0338575,-95.4343859
"""Acting! The Saga Continues""",USA,39.7837304,-100.445882
"""Actor's Scope""",USA,39.7837304,-100.445882
"""Actor's Scope""","Atlanta Georgia, USA",33.7489924,-84.3902644
"""Actresses and Animals""",USA,39.7837304,-100.445882
"""Actresses and Animals""","Los Angeles, California, USA",34.0536909,-118.242766
"""Adam Green's Scary Sleepover""","Hollywood, California, USA",34.0980031,-118.329523
"""Adam Green's Scary Sleepover""",USA,39.7837304,-100.445882
"""Adam Green's Scary Sleepover""","Hollywood, California, USA",34.0980031,-118.329523
"""Adam Green's Scary Sleepover""",USA,39.7837304,-100.445882
"""Adam Ruins Everything""",USA,39.7837304,-100.445882
"""Adam Ruins Everything""",USA,39.7837304,-100.445882
"""Adam Ruins Everything""",USA,39.7837304,-100.445882
"""Adam Ruins Everything""",USA,39.7837304,-100.445882
"""Adam Ruins Everything""",USA,39.7837304,-100.445882
"""Adam Ruins Everything""","Santa Clarita, California, USA",34.3916641,-118.542586
"""Adam Ruins Everything""",USA,39.7837304,-100.445882
"""Adam Ruins Everything""","Los Angeles Department of Water and Power 111 N Hope St Los Angeles, California, USA",34.058127999999996,-118.24952473234083
"""Adam Ruins Everything""","Los Angeles, California, USA",34.0536909,-118.242766
"""Adam Ruins Everything""",USA,39.7837304,-100.445882
"""Adam""",USA,39.7837304,-100.445882
"""Adam""","Princeton, New Jersey, USA",40.3492744,-74.6592958
"""Adhuri Kahaani Hamari""","Mumbai, Maharashtra, India",19.0759899,72.8773928
"""Adi Mutluluk""","Istanbul, Turkey",41.0091982,28.9662187
"""Adi Mutluluk""","Izmir, Turkey",38.4147331,27.1434119
"""AdventureCouch""",USA,39.7837304,-100.445882
"""AdventureCouch""","Florida, USA",27.7567667,-81.4639835
"""Adventures to the Edge""","Kilimanjaro, Tanzania",-3.0764084,37.3539987
"""Africa and Ottomans""","Istanbul, Turkey",41.0091982,28.9662187
"""Africa and Ottomans""","Zanzibar, Tanzania",-6.09994425,39.32094431715264
"""Africa and Ottomans""","Agadez, Niger",16.972556,7.990739
"""Africa and Ottomans""","Cape Town, Western Cape, South Africa",-33.928992,18.417396
"""Africa and Ottomans""","Lagos, Nigeria",6.4550575,3.3941795
"""After Dark with Julian Clark""","Hollywood, California, USA",34.0980031,-118.329523
"""After Dark with Julian Clark""",USA,39.7837304,-100.445882
"""After Dark with Julian Clark""",USA,39.7837304,-100.445882
"""After Dark with Julian Clark""","Los Angeles, California, USA",34.0536909,-118.242766
"""After Dark with Julian Clark""",USA,39.7837304,-100.445882
"""After Dark with Julian Clark""","Los Angeles, California, USA",34.0536909,-118.242766
"""After Ever After""","New York City, New York, USA",40.7127281,-74.0060152
"""After Ever After""",USA,39.7837304,-100.445882
"""After the Applause""",Hong Kong,22.2793278,114.1628131
"""After the Fairytale""","London, England, UK",51.5073219,-0.1276474
"""After the Fairytale""",UK,54.7023545,-3.2765753
"""Aftermath""",USA,39.7837304,-100.445882
"""Aftermath""","Phoenix, Arizona, USA",33.4484367,-112.0741417
"""Afternoon Delight Live on Hollywood and Vine""",USA,39.7837304,-100.445882
"""Afternoon Delight Live on Hollywood and Vine""","Los Angeles, California, USA",34.0536909,-118.242766
"""Afternoon Delight Live on Hollywood and Vine""","Hollywood, Los Angeles, California, USA",34.0980031,-118.329523
"""Agent Carter""",USA,39.7837304,-100.445882
"""Agent Carter""","Los Angeles, California, USA",34.0536909,-118.242766
"""Agent Carter""",USA,39.7837304,-100.445882
"""Agent Carter""",USA,39.7837304,-100.445882
"""Agent Carter""",USA,39.7837304,-100.445882
"""Agent Carter""","Santa Clarita, California, USA",34.3916641,-118.542586
"""Agent Carter""",USA,39.7837304,-100.445882
"""Agent Carter""","Griffith Park - 4730 Crystal Springs Drive, Los Angeles, California, USA",34.121879199999995,-118.27341878995601
"""Agent Carter""","Los Angeles, California, USA",34.0536909,-118.242766
"""Agent Carter""",USA,39.7837304,-100.445882
"""Agent Carter""","Santa Clarita, California, USA",34.3916641,-118.542586
"""Agent Carter""",USA,39.7837304,-100.445882
"""Agent Carter""","Los Angeles, California, USA",34.0536909,-118.242766
"""Agent Carter""","Biltmore Hotel - 506 S. Grand Avenue, Downtown, Los Angeles, California, USA",34.0493043,-118.25351736131176
"""Agent Carter""",USA,39.7837304,-100.445882
"""Agent Carter""","Los Angeles, California, USA",34.0536909,-118.242766
"""Agent Carter""",USA,39.7837304,-100.445882
"""Agent Carter""","Los Angeles, California, USA",34.0536909,-118.242766
"""Agent Carter""","Hollywood, Los Angeles, California, USA",34.0980031,-118.329523
"""Agent Carter""",USA,39.7837304,-100.445882
"""Agent Carter""",USA,39.7837304,-100.445882
"""Agent Carter""",USA,39.7837304,-100.445882
"""Agent X""","Vancouver, British Columbia, Canada",49.2608724,-123.113952
"""Agents of S.H.I.E.L.D. After Show""","Hollywood, California, USA",34.0980031,-118.329523
"""Agents of S.H.I.E.L.D. After Show""",USA,39.7837304,-100.445882
"""Agnes & Estelle""",USA,39.7837304,-100.445882
"""Agnes & Estelle""","Los Angeles, California, USA",34.0536909,-118.242766
"""Agora Escolha""","Lisbon, Portugal",38.7077507,-9.1365919
"""Agora a S�rio""","Porto, Portugal",41.1494512,-8.6107884
"""Agrofolie""","Moncton, New Brunswick, Canada",46.097995,-64.80011
"""Agrofolie""","New-Brunswick, Canada",46.500283,-66.750183
"""Agrofolie""","Kapuskasing, Ontario, Canada",49.416667,-82.433333
"""Air Ambulance ER""",UK,54.7023545,-3.2765753
"""Airport Security: Colombia""","Bogot�, Colombia",47.2520154,16.8294953
"""Alesia: Ground Zero""",France,46.603354,1.8883335
"""Alesia: Ground Zero""",USA,39.7837304,-100.445882
"""Alesia: Ground Zero""","Los Angeles, California, USA",34.0536909,-118.242766
"""Alibi Boys""","Naples, Florida, USA",26.1421976,-81.7942944
"""Alibi Boys""",USA,39.7837304,-100.445882
"""Alibi Boys""","Florida, USA",27.7567667,-81.4639835
"""All Downhill from Here""",USA,39.7837304,-100.445882
"""All Downhill from Here""","Martha's Vineyard, Massachusetts, USA",41.3918832,-70.62085427857699
"""All Things Connecticut""","Connecticut, USA",41.6500201,-72.7342163
"""All Things Connecticut""",USA,39.7837304,-100.445882
"""All for Love: Meet The Pierres""",USA,39.7837304,-100.445882
"""All for Love: Meet The Pierres""","Los Angeles, California, USA",34.0536909,-118.242766
"""Allegiance""",USA,39.7837304,-100.445882
"""Allegiance""","Philadelphia, Pennsylvania, USA",39.9527237,-75.1635262
"""Allegiance""",USA,39.7837304,-100.445882
"""Allegiance""","Philadelphia, Pennsylvania, USA",39.9527237,-75.1635262
"""Allegiance""","Comcast Center, Philadelphia, Pennsylvania, USA",39.95471565,-75.16849989483924
"""Allegiance""",USA,39.7837304,-100.445882
"""Allegiance""","Philadelphia, Pennsylvania, USA",39.9527237,-75.1635262
"""Allegiance""","30th Street Station - 3001 Market Street, Philadelphia, Pennsylvania, USA",39.9552836,-75.1821442
"""Allegiance""",USA,39.7837304,-100.445882
"""Allegiance""","Philadelphia, Pennsylvania, USA",39.9527237,-75.1635262
"""Allegiance""","Masonic Temple, Philadelphia, Pennsylvania, USA",39.9536203,-75.16265719351644
"""Allegiance""","New York City, New York, USA",40.7127281,-74.0060152
"""Allegiance""",USA,39.7837304,-100.445882
"""Allegiance""",USA,39.7837304,-100.445882
"""Allegiance""","Philadelphia, Pennsylvania, USA",39.9527237,-75.1635262
"""Allegiance""",USA,39.7837304,-100.445882
"""Allegiance""","Philadelphia, Pennsylvania, USA",39.9527237,-75.1635262
"""Allegiance""",USA,39.7837304,-100.445882
"""Allegiance""","Philadelphia, Pennsylvania, USA",39.9527237,-75.1635262
"""Allegiance""",USA,39.7837304,-100.445882
"""Allegiance""","Philadelphia, Pennsylvania, USA",39.9527237,-75.1635262
"""Allegiance""",USA,39.7837304,-100.445882
"""Allegiance""","Philadelphia, Pennsylvania, USA",39.9527237,-75.1635262
"""Allegiance""",USA,39.7837304,-100.445882
"""Allegiance""","Philadelphia, Pennsylvania, USA",39.9527237,-75.1635262
"""Allegiance""",USA,39.7837304,-100.445882
"""Allegiance""","Philadelphia, Pennsylvania, USA",39.9527237,-75.1635262
"""Allegiance""",USA,39.7837304,-100.445882
"""Allegiance""","Philadelphia, Pennsylvania, USA",39.9527237,-75.1635262
"""Allegiance""",USA,39.7837304,-100.445882
"""Allegiance""","Philadelphia, Pennsylvania, USA",39.9527237,-75.1635262
"""Allegiance""",USA,39.7837304,-100.445882
"""Allegiance""","Philadelphia, Pennsylvania, USA",39.9527237,-75.1635262
"""Allegiance""",USA,39.7837304,-100.445882
"""Allegiance""","Philadelphia, Pennsylvania, USA",39.9527237,-75.1635262
"""Allegiance""","New York City, New York, USA",40.7127281,-74.0060152
"""Allegiance""",USA,39.7837304,-100.445882
"""Allegiance""",USA,39.7837304,-100.445882
"""Allegiance""","Philadelphia, Pennsylvania, USA",39.9527237,-75.1635262
